D,earnings,edu,prevearn
0,10034,12,2520
1,50253,11,711
0,0,8,0
1,0,10,0
0,30408,12,15600
0,19592,13,8000
0,19675,12,0
1,21347,10,1800
1,0,11,0
1,11979,12,2304
1,11244,13,4500
1,0,12,0
1,0,12,7040
0,783,15,0
1,135,9,800
1,3003,11,0
1,40650,12,12000
0,24910,12,9000
0,17844,12,700
1,49117,14,220
1,15957,13,11000
1,2312,12,0
1,16672,10,0
1,24939,11,6000
1,3162,10,520
1,29191,12,0
1,17967,12,0
0,54,11,0
1,37884,12,6513
1,11635,12,1700
1,32216,12,1800
0,7470,11,875
1,16419,13,0
1,20349,12,10000
0,846,9,0
1,0,12,0
0,13642,12,5600
0,0,8,0
1,20536,16,20000
1,6588,8,0
0,18905,12,4500
1,0,12,1120
1,12753,12,0
1,4597,12,4800
0,1210,12,8000
0,1642,11,0
0,195,9,0
1,4628,11,1200
1,28631,12,176
1,22730,9,12500
1,16935,12,140
0,13976,8,5760
1,609,12,9000
1,7218,12,3575
1,1325,12,339
1,6042,13,4500
0,45693,12,15000
0,72745,14,4462
0,0,12,0
1,22284,12,1200
0,2517,12,6000
1,4719,8,5720
1,42071,10,1949
1,0,15,0
0,37279,12,8000
1,33975,14,8000
1,4333,14,0
0,17331,13,20480
1,25586,17,800
0,17438,14,9100
1,5239,12,4000
0,1806,8,0
1,12526,12,8
0,249,12,1200
0,28728,12,0
1,25606,11,0
1,2427,12,0
1,33639,8,11600
1,13562,10,4000
1,1485,12,2000
1,0,13,0
1,18078,12,7372
1,28131,12,11000
1,366,10,0
1,23005,12,0
1,1930,12,0
1,2352,10,400
1,14547,10,0
1,8517,12,0
1,5196,16,1000
0,6629,12,6171
0,29106,16,0
0,30281,9,0
1,30249,9,300
0,104528,13,0
0,3588,12,0
1,0,8,7000
1,42106,13,5000
0,50016,8,28000
1,26812,12,0
0,11691,12,5600
1,1569,16,10523
0,0,8,2000
0,6168,12,12000
1,9732,10,290
1,13724,10,15000
1,11640,12,0
0,5058,8,160
1,6624,13,4000
0,25464,12,0
0,1490,8,554
0,0,8,8000
1,21231,12,5785
0,33282,12,8000
1,19025,10,6000
0,0,9,0
0,5232,12,1777
0,1607,9,0
1,32544,9,80
0,13089,12,2487
1,23341,12,13000
1,9615,14,6000
1,16263,12,500
1,34470,12,6000
0,0,8,0
1,40925,12,0
0,61,11,0
1,6864,12,900
1,21291,12,0
1,0,12,0
0,18250,9,6000
1,90987,12,0
1,120,12,500
0,2450,10,250
1,8304,9,629
1,2043,11,0
1,25064,9,0
1,22723,14,9000
1,20612,12,13566
1,46228,12,1600
1,10515,12,2191
1,1617,10,2580
1,2433,10,0
0,11100,12,0
1,0,12,0
1,27885,11,0
0,1723,16,4100
1,12849,12,2000
0,14107,12,0
0,6972,9,0
1,19542,12,0
0,30286,14,4575
0,10599,12,2000
0,85203,16,8000
1,45,12,4000
0,14282,12,4800
1,26492,12,5000
1,12411,12,2000
1,20997,12,600
1,20973,12,8000
0,0,12,676
0,909,12,652
0,15374,12,4000
1,37505,11,6282
0,58146,12,20000
1,27822,12,3010
1,8994,12,2640
1,31715,13,800
0,57261,16,4900
1,0,8,1382
1,100,13,6373
1,6998,12,200
0,8820,12,3160
1,8382,12,2300
1,1324,13,3000
1,0,16,4800
1,9018,12,1368
1,321,12,0
0,0,8,2976
1,20382,15,5000
0,9266,13,1500
0,36552,11,500
0,0,14,7998
0,2100,11,5000
0,0,8,0
0,21277,12,100
1,5940,12,500
1,51198,17,13000
1,0,8,0
1,13562,13,2000
1,26133,12,5616
1,25897,10,0
0,1368,12,14000
1,22171,9,11400
1,70155,9,0
1,1534,14,4500
1,8040,10,0
0,13827,12,6000
1,11327,11,5683
1,35694,17,3200
1,0,10,3000
1,63713,12,1020
1,3286,14,3000
1,2991,11,0
1,10411,12,3362
1,4518,11,1524
1,50861,16,5760
0,23847,9,5486
1,0,12,3000
0,26107,10,0
1,1744,12,300
0,7020,14,0
1,1254,13,300
1,26288,14,780
0,29931,12,19800
1,15073,12,7000
0,2008,11,0
1,30432,10,402
0,2829,9,1440
1,13705,12,59
1,31650,9,0
1,15633,12,6600
1,33287,14,860
1,19146,13,78
1,1704,11,3000
1,17358,12,146
1,25887,11,0
1,408,11,6612
1,87,14,0
0,34236,11,9000
1,9763,12,1580
0,20430,9,5148
1,5991,12,0
0,45194,16,18000
1,3618,9,728
0,5988,12,2500
1,17610,14,4000
0,7377,12,3115
1,19634,12,3700
0,25053,11,0
1,20961,12,2000
1,3986,8,2700
1,27056,10,3464
1,28749,13,3692
0,1209,12,5200
1,15569,12,0
1,33206,12,4000
1,0,11,397
1,7398,12,2400
1,16449,11,400
1,3123,12,647
1,55182,11,9240
1,1086,11,4000
1,9447,9,0
0,15003,12,8000
0,0,10,300
1,17168,13,5400
0,7718,12,0
1,6520,12,2000
1,874,10,12000
1,47205,17,28000
1,18270,9,2222
1,6835,10,2500
1,10565,11,1000
0,0,12,0
1,57,12,32
0,44442,12,0
0,36147,12,6000
0,0,13,200
1,44601,10,10000
1,9110,10,0
0,10287,11,4473
1,27683,13,0
1,21710,12,1347
1,0,11,960
1,18990,12,3000
1,51741,12,0
0,1365,12,1600
1,39441,12,0
1,6495,11,4480
1,45701,12,3000
1,4663,12,0
1,27990,12,2000
0,16974,8,725
0,17236,12,12000
1,6646,13,1400
1,4731,10,0
1,3031,12,270
1,0,12,0
1,2180,11,890
0,14742,7,900
1,925,12,0
1,4215,12,3120
0,4560,12,200
0,24156,9,5000
1,2543,12,16000
1,0,12,6240
0,6324,11,0
1,672,9,700
0,33140,8,9000
1,16328,12,0
0,9969,12,850
1,17448,12,1646
0,0,12,98
1,31689,10,1020
1,18093,12,5000
1,5961,12,165
1,0,11,260
0,0,12,0
1,25439,10,0
0,5451,12,0
1,0,9,379
1,19509,14,200
1,1752,9,5000
1,33276,12,418
0,1581,11,0
0,846,12,6614
1,15138,14,1600
1,0,9,0
1,26923,12,521
1,10587,12,6
1,4446,12,200
1,20808,12,17000
0,13961,10,5000
0,929,10,1488
1,3735,12,0
1,3336,9,4900
1,0,8,0
0,18012,10,700
1,2034,12,36
1,12348,12,2160
1,14026,12,2300
1,0,10,0
1,2761,9,0
1,0,13,0
0,7731,11,3000
1,1393,12,1000
1,0,11,0
0,0,10,0
1,31170,13,0
1,39260,12,0
0,20181,10,5760
0,14247,9,5000
0,27323,12,4462
0,64911,12,0
1,13934,8,6000
1,12264,10,800
1,390,12,3444
1,23544,13,400
1,14988,12,0
1,10248,12,6400
0,10395,12,90
0,903,12,0
1,40858,14,8000
1,13381,10,1350
0,8883,8,15600
0,10851,12,900
1,6940,12,1000
0,43976,10,6500
1,0,12,7000
0,28161,11,248
1,1998,13,520
1,19044,12,2000
0,15714,12,0
1,41680,12,4000
0,0,12,150
0,4144,12,1100
1,11003,12,6000
0,783,11,6
1,3363,11,0
0,0,12,0
0,4669,12,2320
0,3639,12,900
1,0,11,500
1,10209,12,0
0,0,12,0
1,34044,13,0
1,2392,16,4700
1,0,12,0
0,29931,14,6800
1,28872,11,3500
0,25632,13,8000
0,24951,10,900
1,1986,12,0
1,16892,11,0
0,13981,11,2876
1,8553,10,0
0,10569,11,0
1,25691,12,5000
0,16307,12,500
0,17915,13,500
1,5328,12,2299
0,19553,13,5000
0,18950,12,0
0,12716,13,2428
1,14465,13,1608
1,23727,13,2848
1,27340,12,0
1,31431,8,2212
1,1028,11,0
0,1236,10,0
1,63673,9,18000
1,27085,15,9344
1,5991,11,1000
1,16869,12,1783
0,0,12,0
0,29400,11,12000
1,54591,12,14000
1,33836,12,1840
1,0,12,2000
1,78,16,700
1,27926,11,1000
0,21381,10,6000
1,22320,12,12000
1,0,12,1506
0,11685,9,0
1,26055,12,1120
1,28134,12,3000
0,0,12,0
1,0,13,0
1,31645,12,1102
0,796,12,6120
0,7986,11,558
1,5106,10,0
1,5789,10,7878
1,4353,10,0
1,604,10,7200
0,3409,12,1600
1,10396,12,0
0,7337,10,4500
0,4608,11,1000
1,28884,12,1000
1,2493,12,6000
1,18014,8,0
1,25268,8,0
0,18213,12,6000
0,9849,12,4000
1,621,12,0
1,31235,14,0
1,0,12,0
1,0,12,0
1,0,10,300
1,30228,11,0
1,2786,12,1000
1,26265,12,5300
1,15655,13,0
1,44614,12,2400
1,0,11,0
0,2776,12,9000
0,11406,11,200
1,12751,11,0
1,1065,12,0
1,0,9,0
1,438,10,0
1,6255,12,0
0,29629,12,8000
1,22251,12,0
1,0,9,2558
1,27233,12,0
1,28453,13,0
0,10934,12,2300
1,0,12,6000
1,17271,12,7261
0,0,11,0
1,3036,12,0
1,33640,12,2343
1,38486,14,5980
0,0,12,0
0,20758,12,8216
1,46564,11,0
1,203,9,1200
1,6518,14,1000
1,52265,10,18000
1,63656,16,18000
1,972,10,0
1,15409,16,2000
0,10173,10,0
1,57785,12,2560
1,23927,12,7681
1,35490,12,0
1,29916,12,10
1,27064,12,13156
1,36720,13,3000
1,17355,11,6807
0,10080,12,0
1,0,8,1400
0,19032,12,4162
1,13789,8,0
1,918,12,1800
1,20682,8,0
0,1202,12,7500
0,32447,12,12000
0,17460,10,0
1,22364,12,7500
1,294,12,0
1,22473,12,7230
1,13581,12,6000
1,3762,15,600
1,12627,12,3000
1,0,10,0
1,24203,10,3000
1,0,12,9500
0,15945,11,4520
0,21765,14,1107
0,0,12,7056
1,1274,10,500
1,2322,11,0
1,20238,12,4962
1,49242,12,10720
0,3684,12,0
1,51,13,0
1,0,14,0
0,0,12,0
0,29343,12,0
1,12504,12,98
0,22959,12,7500
1,26191,12,1500
1,31911,10,3000
0,1149,11,5000
1,53439,9,3542
1,5496,9,2000
0,29957,12,7000
1,2542,13,4000
1,10275,12,800
0,15119,11,5014
1,21969,9,0
1,0,10,1914
1,0,9,750
1,933,11,0
0,5019,10,2759
1,7092,12,300
1,0,12,960
1,3933,14,1284
0,25929,8,5200
1,19046,13,4436
0,33063,13,8500
1,0,13,0
1,9607,14,8700
1,2772,10,4000
1,690,9,0
1,4938,12,5928
0,34182,14,200
1,18084,11,900
0,50630,10,9401
1,15458,12,9360
1,3756,12,0
0,10947,12,5440
1,0,13,650
1,0,12,3100
1,0,10,5000
1,4683,12,0
1,42445,12,3000
1,0,17,2680
1,8092,16,12000
1,16028,12,715
1,28474,14,7000
0,26127,17,4000
1,10104,9,3000
1,27476,12,6000
1,43524,12,3460
0,18695,12,1072
0,0,12,588
0,2260,16,0
1,0,12,5000
1,5635,12,10800
0,9531,12,4000
0,0,12,0
1,15348,17,2340
0,1458,12,0
1,435,12,0
1,0,8,0
1,0,7,0
1,1749,14,0
0,26317,13,4000
0,25020,12,0
0,2660,10,4400
0,15378,12,8000
1,56150,11,5100
0,39735,13,5086
1,11867,13,0
1,28213,13,550
1,4913,12,230
1,24825,11,8000
1,7751,12,9200
1,312,8,2400
1,20025,12,2500
1,44303,12,2000
1,20193,12,0
1,0,16,1998
0,32119,12,6500
1,41871,12,7000
1,15682,12,0
0,0,12,7441
0,15981,12,1530
1,40517,14,3306
0,35883,10,0
1,21524,10,910
1,26014,12,0
0,18384,14,5229
0,6774,12,2680
1,38849,15,0
1,22851,12,1000
1,20366,12,7661
1,28186,12,2830
1,22874,12,2000
1,6204,12,8324
0,16326,11,3000
0,0,11,0
0,63474,16,4800
1,18848,8,2000
1,0,12,0
1,9968,10,5000
0,13035,10,0
0,0,11,0
1,0,10,90
0,0,8,335
1,32496,12,1000
1,22185,11,0
1,0,12,0
0,2253,11,3005
1,8092,9,10000
1,21118,9,1072
0,5211,12,850
0,30618,12,3660
1,26091,12,557
1,5250,12,0
1,44,9,1120
1,35999,12,2500
1,999,12,0
1,204,10,0
1,0,10,0
1,27579,14,3862
0,201,13,700
0,49465,12,5800
0,33466,11,9000
1,20103,12,2000
0,17692,12,180
1,18492,12,8500
1,41912,13,7500
0,22200,10,700
1,21279,12,4000
1,28409,12,2602
1,7893,12,2700
0,4233,12,2700
1,24075,14,0
1,199,9,2010
1,9497,14,4200
1,30835,12,3900
1,271,11,7800
1,0,8,0
1,10339,11,0
1,1135,12,5500
0,2274,12,3000
1,24580,9,8000
1,6603,12,1132
1,15237,12,3000
1,0,8,0
1,63717,12,7000
1,50930,14,3000
0,21021,11,536
1,61347,12,10000
0,6105,13,4500
1,18318,12,400
0,1542,10,3840
0,4620,12,600
0,7008,10,0
1,19110,12,0
0,483,9,0
0,0,11,0
1,26428,12,10200
1,11018,12,1000
1,1245,13,3000
1,18616,14,10500
1,6201,9,7000
0,30299,13,2700
1,4187,12,1500
1,1764,9,6257
1,897,9,0
0,12297,11,200
1,17031,14,800
1,24018,12,2500
1,2235,11,0
1,4932,12,0
0,765,14,2000
0,6406,12,5000
1,372,12,0
1,5608,12,600
1,2074,9,5000
1,6497,10,0
0,38969,12,3000
0,20510,12,5
1,0,14,0
0,8895,9,4800
0,0,9,0
1,43589,11,0
1,143,12,72
0,18790,12,0
1,15938,13,250
0,5880,12,1200
1,20100,8,1876
1,29874,13,0
1,11091,12,0
1,25510,10,11317
1,13067,11,4000
1,16899,9,1227
1,23493,13,9808
1,10888,14,0
1,27371,15,0
1,40945,12,0
0,0,11,536
1,12777,9,400
1,8574,9,4500
1,27876,12,10208
0,19872,12,0
1,6805,10,0
0,38018,10,0
0,12373,12,992
1,1302,11,1500
0,21631,12,100
1,35142,9,9000
1,18336,9,0
1,0,9,0
0,15069,11,2440
1,1557,10,0
1,46110,12,20160
0,23952,12,4200
1,0,10,0
1,28090,12,2232
1,3270,10,4000
1,0,14,240
0,34245,8,0
0,5184,11,3500
1,18811,12,0
0,20178,12,3366
1,8439,15,3000
1,99,12,600
1,3816,12,400
1,6375,9,0
1,14748,11,4200
1,19533,17,3000
0,8050,12,5618
1,2728,11,3000
1,0,13,8100
0,0,12,0
1,2537,8,1300
1,8274,16,7000
1,2271,10,0
0,627,10,2520
0,18129,12,1120
1,0,12,2500
1,0,11,0
1,13513,12,7500
1,38310,12,1200
1,3771,8,0
1,3179,11,0
0,7749,10,300
1,3927,12,1200
0,21827,12,10000
1,22460,15,3000
1,16569,10,70
1,20634,13,7200
1,0,12,3500
0,629,11,1542
1,8321,9,3000
1,66293,12,1000
0,27453,16,5000
0,0,13,1100
1,37014,10,5760
1,16692,12,500
0,5432,8,0
1,19620,12,230
1,3222,12,1200
0,1386,12,1132
1,15917,12,0
1,42717,14,2500
1,13170,12,0
0,15325,11,9100
1,48810,10,3570
1,37288,11,7500
0,0,12,1200
1,2246,16,800
1,33287,11,0
0,0,9,5400
0,6993,14,4620
0,11788,12,837
1,6014,12,1380
1,0,14,3000
0,22925,10,7600
1,1707,11,0
1,35791,12,7000
1,24206,11,3338
1,8941,12,3069
1,406,10,7000
0,0,11,0
0,32482,10,3000
0,68989,13,330
1,34364,12,9791
0,11817,12,6000
0,5532,11,0
1,10950,12,560
0,0,9,3100
0,14158,17,0
0,2738,10,2000
1,24295,11,0
0,9084,15,0
1,14773,12,604
1,4785,12,6440
0,40,11,1000
1,19350,12,0
0,32409,12,2000
1,2376,12,1900
0,3695,16,0
1,13875,12,0
0,2223,9,0
0,40284,16,0
1,20374,11,5937
1,0,11,13000
0,0,11,0
0,80379,14,0
1,144,12,1000
0,26298,12,9000
0,630,12,7200
1,0,10,0
1,27561,10,0
0,13755,12,0
0,38077,12,2688
0,5952,12,5624
1,23646,12,1303
0,0,9,0
0,9316,11,4680
0,7347,12,1099
1,0,11,0
1,0,12,0
1,48840,12,12000
1,13878,12,9622
1,18,8,1000
0,104,8,0
1,0,7,0
1,3493,12,1300
1,27816,9,4000
1,21654,8,160
0,49751,12,11000
0,34350,14,17000
0,0,12,0
1,14038,12,1600
1,19669,12,2400
1,26027,12,5440
1,0,10,0
0,22088,13,0
1,7449,12,1940
1,2695,13,1800
0,11549,12,0
1,17889,12,2500
0,37284,10,0
1,2902,12,135
1,10263,12,2400
1,837,9,900
1,20825,10,2550
0,0,8,0
0,2955,8,744
0,11502,13,2500
1,0,8,0
1,14537,13,900
1,44623,16,400
0,32004,8,200
1,0,10,232
1,11662,12,9000
0,5910,11,2436
1,100516,12,4308
1,10790,11,4800
1,49125,13,10000
0,43644,17,10000
1,9184,11,0
1,6558,11,3185
1,14726,12,0
1,693,12,8900
0,2760,11,245
0,13164,12,3250
0,47841,10,7000
0,48084,12,1500
1,19366,12,5040
0,250,12,6000
1,35544,12,6000
1,8046,12,5962
1,42936,15,660
0,20850,12,4320
0,7926,8,0
0,2628,10,0
1,150,13,5500
1,25483,14,0
1,36913,12,2500
1,3366,9,2000
1,2469,11,1900
0,12297,10,6000
1,2825,12,2400
1,75107,16,9000
1,973,12,1200
1,9720,12,350
1,62352,12,7621
1,0,12,2157
0,29047,12,9000
1,18499,9,0
1,17248,12,0
0,23010,12,0
1,0,10,0
1,0,13,0
1,17280,13,3800
1,0,13,0
1,36576,13,12800
0,32437,12,550
1,28509,9,2000
1,350,12,1800
1,251,11,816
1,0,12,0
1,29789,13,1200
1,1035,9,3000
0,2675,11,2500
0,5704,11,0
1,432,12,1200
1,23955,12,800
0,10297,10,364
0,14704,9,2800
1,26996,10,0
1,599,12,120
0,40519,14,23551
0,6339,10,640
0,28070,13,2000
0,0,9,0
0,18828,12,9338
0,36585,9,0
1,804,8,0
0,868,12,6000
1,0,11,276
1,41588,12,3000
0,27646,12,6400
0,4623,13,0
0,30900,12,6618
1,20256,11,1200
1,1014,10,1550
1,12403,13,700
0,0,12,1088
0,31014,12,9000
1,19890,10,0
1,840,9,1200
0,1929,12,0
0,11242,12,7231
1,1044,8,600
1,717,12,0
1,2022,12,2391
1,21483,15,640
0,24177,10,3000
0,33360,12,0
1,948,12,1322
0,0,12,1000
1,0,16,212
1,19551,10,0
1,375,11,0
1,5032,9,8500
0,1311,12,0
1,5588,12,480
1,42271,12,8522
0,318,7,2800
1,9264,12,2270
1,18038,13,2422
1,14400,12,11000
1,0,11,0
0,21303,8,8000
1,29224,12,4000
1,9167,12,384
0,16387,10,5000
0,10925,12,0
1,18423,12,500
0,1584,12,6000
0,18956,13,8700
0,6789,12,75
1,34602,12,4000
0,78788,12,20000
1,2079,12,392
1,20731,12,0
0,873,14,0
1,18390,15,0
1,16029,11,0
0,7596,16,0
0,46111,12,0
1,31308,13,840
1,17337,11,3878
1,0,12,0
1,3411,12,0
1,0,12,0
0,5852,11,536
0,46645,14,13000
0,0,11,300
1,3984,12,2500
1,15623,13,0
1,13871,11,3000
1,27553,17,0
1,2988,12,0
0,47410,12,2439
1,35409,11,15000
1,6993,13,0
1,33260,12,5200
1,618,8,500
1,12698,10,286
1,6155,11,0
1,6279,10,11000
1,22725,11,800
1,31484,11,0
1,0,11,0
0,1461,12,0
1,11456,12,2400
0,34793,13,0
0,0,10,700
1,23598,9,50
0,26492,14,0
0,1947,11,2732
0,59490,14,7135
1,32457,12,5000
1,6241,11,3500
1,44554,8,9600
1,957,8,0
1,26442,12,2900
1,1140,12,0
1,24313,12,3700
1,1443,12,0
0,13251,12,965
1,32399,12,6500
1,34604,10,0
0,0,7,9000
1,0,12,0
1,22154,12,0
0,18712,8,0
1,40758,9,0
1,10215,12,0
1,321,12,60
1,24996,12,175
0,7056,9,3824
1,25206,13,1506
0,217,12,0
0,5547,12,0
1,372,13,5200
0,17154,10,5200
1,14004,12,0
0,3484,9,5253
1,0,8,11000
0,11349,10,1701
1,22078,12,2500
1,24390,13,3200
1,4443,8,0
1,0,12,0
1,2315,11,1500
1,63423,12,11592
1,8022,12,3515
1,30249,14,600
0,0,11,0
0,21984,11,10000
1,3609,12,0
1,23098,12,3500
1,11521,11,3500
0,1820,14,6100
0,8265,9,0
0,55181,14,4896
0,23010,12,1000
1,2037,13,0
1,0,10,5094
1,20067,10,7200
1,10080,12,0
1,41079,16,0
0,147,10,403
0,26526,14,0
0,7014,12,999
0,8826,13,15000
0,6331,11,2400
1,3324,11,0
1,17743,12,70
1,14745,8,3000
1,540,12,5000
0,28908,12,10886
1,56076,12,2400
1,21553,12,5000
1,7958,10,7181
1,42026,13,9500
0,35824,12,7728
1,18535,10,98
1,0,9,0
1,4161,8,0
1,2288,12,5000
1,16780,12,1400
0,762,12,8000
1,7411,12,4200
0,800,9,700
1,11181,13,2000
1,5394,13,1500
0,34314,12,5520
1,23306,12,12005
0,21422,12,2400
1,6048,16,0
0,1299,9,0
1,8069,12,8000
1,0,14,850
1,10845,11,0
0,21932,12,5000
1,46,14,5000
0,15167,11,0
0,1437,11,0
1,6545,12,8076
1,3270,9,6000
1,8350,12,500
1,23896,10,2246
1,5232,8,295
1,0,12,7000
0,13204,9,0
1,34062,12,1500
0,222,12,5000
1,2324,16,1171
1,0,12,3000
1,30073,10,3520
1,0,12,0
0,9000,12,11700
1,12479,12,8113
0,9685,12,0
1,22698,12,11000
1,51,9,200
1,0,13,0
0,13545,14,9664
0,54050,12,0
1,6291,11,4100
1,6639,10,5749
1,6144,12,400
1,131,9,600
1,0,9,3640
1,83236,10,1300
0,6423,11,6000
1,15769,12,2160
1,21318,14,9000
0,6680,8,12768
1,1029,8,0
1,3720,12,0
1,20521,12,834
1,0,12,0
1,66,14,0
0,41318,16,0
1,58435,12,14000
1,33133,12,5400
1,53653,12,11500
0,26039,12,1500
1,1816,12,0
1,600,12,0
1,36376,10,0
1,405,8,0
1,789,12,960
0,1289,12,6900
1,3942,14,2500
0,0,16,0
1,3577,11,0
1,12057,14,2000
1,54093,10,1200
0,28140,12,759
1,0,12,2179
1,22449,10,100
1,49022,14,2000
1,21153,9,1500
1,5232,12,2880
1,59188,14,0
1,0,7,0
0,825,14,328
0,39171,9,0
1,9249,12,0
1,15991,11,7600
0,25039,14,21000
1,1722,11,0
1,1335,10,136
1,4346,12,138
1,5002,12,0
0,48099,16,3000
0,33214,14,0
1,1671,9,0
0,21486,11,0
1,73052,12,8000
1,654,10,2441
0,1014,13,0
1,12175,12,4000
1,44637,12,5200
0,6447,12,15000
0,36942,12,9000
1,10854,12,8000
1,49397,12,17200
1,4383,13,1400
1,1368,11,50
1,54703,12,13200
1,4401,11,2000
1,651,12,1562
1,30099,14,2700
1,12690,12,3800
0,15305,12,0
0,38037,13,7756
0,3601,11,0
1,738,10,0
1,8127,12,9000
0,129,8,0
1,25890,10,4000
1,45975,16,4500
1,28062,12,7000
1,29569,16,4910
1,6783,12,0
1,7280,12,0
1,864,12,1877
1,31488,16,18000
1,10122,12,4800
1,10740,8,14450
1,16713,11,2500
0,35458,12,15000
1,11507,8,0
1,32767,10,0
1,15297,12,2900
1,17876,12,0
0,14748,12,0
0,14267,16,0
1,56067,11,18000
0,20007,12,0
1,19291,14,2700
1,23684,14,5400
0,0,12,0
0,2752,9,2800
0,1190,10,8500
1,27273,16,778
1,14349,10,11340
1,29907,13,6513
1,0,10,0
1,28229,13,5070
0,11885,9,1100
1,31460,12,4500
0,27626,12,10000
0,8688,11,315
1,23396,10,4710
1,14790,11,665
0,51631,12,1260
1,2745,13,0
1,0,11,0
1,6988,10,938
1,12689,12,451
1,0,12,0
0,984,12,0
0,9896,13,17000
1,325,9,0
1,2584,12,0
1,71715,12,12
0,1303,12,5000
1,26016,10,3915
0,40968,11,14299
1,22425,12,150
1,1782,11,0
0,0,12,2477
0,192,11,0
0,29470,10,7282
1,3847,14,0
1,16620,12,9582
0,46427,12,5000
1,1623,12,0
1,10299,8,0
0,20561,12,2000
0,26677,15,2600
0,0,12,400
1,9714,11,0
0,15257,15,3596
1,10110,12,2400
0,8640,12,0
0,1841,9,1500
1,28306,9,0
1,42750,12,10000
1,147,10,900
0,49158,14,6840
0,6505,12,1000
0,3678,11,0
1,15039,12,0
0,43955,12,16200
1,114739,9,0
0,30439,12,9880
1,26502,12,5000
0,35778,14,3000
1,9298,8,0
1,927,12,3000
1,6942,8,8
1,38106,12,9096
0,12100,12,2700
1,12450,13,3000
0,15705,8,0
1,26997,13,1345
1,60537,15,5760
0,36832,12,3000
0,13337,12,0
1,45554,7,3300
0,7458,15,4500
1,14388,8,3668
1,10678,12,0
1,53947,12,716
1,11796,12,3000
0,12304,12,0
0,2538,12,800
1,5238,17,2592
1,924,12,24000
1,31782,14,1500
1,24153,12,8963
1,0,12,4875
1,12,9,8658
1,29575,12,400
0,32024,12,98
0,32971,12,0
1,0,12,0
1,429,10,0
1,4450,9,1323
1,30298,10,3750
1,20082,14,9085
1,8151,12,500
1,12452,12,0
0,45987,12,0
1,21884,12,6500
1,54809,12,4972
0,16106,12,4316
0,10012,9,3896
1,8757,9,8000
1,27198,13,1604
1,6641,12,700
1,40199,14,8000
1,48,13,15000
1,12684,16,2000
1,2625,12,5000
1,7096,12,0
1,5840,13,1300
1,2994,12,3319
1,9424,11,98
0,1940,16,160
1,22890,10,3000
1,0,13,0
1,5447,16,20000
0,420,12,900
1,3547,11,0
0,11541,15,0
1,0,13,88
0,21792,13,11500
1,11816,12,0
1,0,12,0
1,0,12,0
1,12216,13,1200
0,14454,14,1600
1,44575,8,800
1,12798,13,1500
0,8826,12,2173
1,39909,14,3840
1,4908,12,0
1,18267,13,1800
1,11164,12,0
1,14589,12,0
1,9793,12,4686
1,2355,11,6000
0,9992,10,4000
1,20272,12,4000
1,2676,8,160
0,9241,12,0
1,6876,8,8500
1,14640,7,575
0,16679,12,4983
0,38732,16,4700
0,9004,12,2000
0,29574,9,2827
1,73248,9,3300
0,46915,15,12800
1,699,14,2000
0,2916,9,0
1,63463,12,0
1,46610,12,16258
1,0,12,1040
0,17958,17,14000
0,17511,11,8000
0,12444,12,300
1,41304,12,5000
0,11394,8,2400
1,8530,10,0
1,26500,9,600
1,0,10,1950
1,13866,12,9100
1,2271,12,1500
1,33918,12,7166
1,7878,13,16
0,84,12,0
1,6145,13,400
1,11469,12,0
0,0,8,0
1,51,12,0
0,14525,11,3500
1,0,8,2200
0,13143,13,0
0,47013,11,7000
0,3229,12,7480
1,2851,14,9000
0,8268,10,1050
1,21413,12,8896
1,0,12,7457
1,3843,9,1440
1,7083,13,3440
0,0,9,0
1,0,12,2800
0,16674,12,0
1,9478,12,0
1,26384,14,3000
1,0,12,700
0,16017,13,5329
0,3054,8,0
0,6780,12,1800
0,15381,12,600
1,0,9,0
1,23065,9,180
1,352,14,3360
0,0,12,2340
0,34827,12,7363
1,22406,12,4000
1,162,8,0
0,71821,11,29000
0,4381,12,4000
1,0,12,0
0,714,13,150
1,0,10,0
1,8036,11,178
0,8836,10,600
1,144,12,6960
0,0,9,0
0,3035,10,0
0,8876,13,3640
1,6305,16,1200
1,27261,11,13000
1,16725,12,5700
0,0,12,0
1,522,14,0
1,41779,13,3000
1,17301,11,5123
0,10427,14,140
1,11383,10,4283
1,31037,12,4000
1,12919,10,0
0,1462,9,1000
1,25378,17,3500
1,33220,12,98
1,723,8,4592
1,9318,12,0
0,1020,9,0
1,29749,12,0
0,216,12,1000
1,0,12,0
1,34464,16,5700
1,23484,15,10500
1,0,9,0
1,4014,10,0
1,18613,13,8000
0,47209,12,1600
1,47223,13,0
1,20856,12,296
1,24404,12,1000
0,30978,12,3000
0,2392,11,800
1,10818,12,160
1,3603,8,0
1,157,12,0
1,10744,12,1021
1,32984,13,480
1,0,15,3000
1,13534,12,2000
1,21509,12,8700
0,2526,12,3000
0,30678,12,412
1,44177,10,5634
1,1881,10,2771
1,0,12,0
1,21842,12,250
1,10731,12,6000
1,30942,11,2726
0,0,14,3360
1,49046,12,3299
0,12753,12,500
1,19007,17,2079
1,45474,12,700
1,16288,13,3780
1,0,14,0
1,28873,12,9000
0,4046,8,480
1,9000,11,100
1,26813,11,7500
1,4929,8,0
1,0,12,7017
1,1517,8,0
1,12928,13,0
1,51801,12,6000
1,27169,9,288
0,29057,12,6000
1,1239,11,2500
0,2094,10,0
1,11897,12,1597
1,39507,14,10000
1,9614,12,4536
